Budget,Certificate,Country,Director,Genre,Gross,IMDb_Rating,IMDb_Votes,Language,Production_Co,Release_Date,Runtime,Star,Title
200000000,                    PG-13,UK,Sam Mendes,Action,1108561013,7.8,588496,English, Eon Productions,9 November 2012 (USA),143 min,Daniel Craig,Skyfall (2012) 
130000000,                    R,USA,Ridley Scott,Adventure,403354469,7,535326,English, Twentieth Century Fox,8 June 2012 (USA),124 min,Noomi Rapace,Prometheus (2012) 
50000000,                    R,USA,Seth MacFarlane,Comedy,549368315,6.9,534536,English, Universal Pictures,29 June 2012 (USA),106 min,Mark Wahlberg,Ted (2012) 
44500000,                    R,USA,Ben Affleck,Biography,232325503,7.7,530772,English, Warner Bros.,12 October 2012 (USA),120 min,Ben Affleck,Argo (2012) 
120000000,                    PG,USA,Ang Lee,Adventure,609016565,7.9,529765,English, Fox 2000 Pictures,21 November 2012 (USA),127 min,Suraj Sharma,Life of Pi (2012) 
230000000,                    PG-13,USA,Marc Webb,Action,757930663,7,520168,English, Columbia Pictures,3 July 2012 (USA),136 min,Andrew Garfield,The Amazing Spider-Man (2012) 
30000000,                    R,USA,Rian Johnson,Action,176506819,7.4,496523,English, Endgame Entertainment,28 September 2012 (USA),113 min,Joseph Gordon-Levitt,Looper (2012) 
42000000,                    R,USA,Phil Lord,Action,201585328,7.2,473981,English, Columbia Pictures,16 March 2012 (USA),109 min,Jonah Hill,21 Jump Street (2012) 
13000000,                    PG-13,USA,Stephen Chbosky,Drama,0,8,419470,English, Summit Entertainment,12 October 2012 (USA),103 min,Logan Lerman,The Perks of Being a Wallflower (2012) 
165000000,                    PG,USA,Rich Moore,Animation,471222889,7.7,338973,English, Walt Disney Animation Studios,2 November 2012 (USA),101 min,John C. Reilly,Wreck-It Ralph (2012) 
185000000,                    PG,USA,Mark Andrews,Animation,538983207,7.1,334776,English, Walt Disney Pictures,22 June 2012 (USA),93 min,Kelly Macdonald,Brave (2012) 
102000000,                    R,Germany,Tom Tykwer,Action,130482868,7.4,324595,English, Cloud Atlas Productions,26 October 2012 (USA),172 min,Tom Hanks,Cloud Atlas (2012) 
225000000,                    PG-13,USA,Barry Sonnenfeld,Action,624026776,6.8,306271,English, Columbia Pictures,25 May 2012 (USA),0,Will Smith,Men in Black 3 (2012) 
31000000,                    R,USA,Robert Zemeckis,Drama,161772375,7.3,300736,English, Paramount Pictures,2 November 2012 (USA),138 min,Denzel Washington,Flight (2012) 
16000000,                    PG-13,USA,Wes Anderson,Adventure,68263166,7.8,289251,English, Indian Paintbrush,29 June 2012 (USA),94 min,Jared Gilman,Moonrise Kingdom (2012) 
61000000,                    PG-13,UK,Tom Hooper,Drama,441809770,7.6,283575,English, Universal Pictures,25 December 2012 (USA),158 min,Hugh Jackman,Les Misérables (2012) 
60000000,                    PG-13,USA,Christopher McQuarrie,Action,218340595,7,282152,English, Paramount Pictures,21 December 2012 (USA),130 min,Tom Cruise,Jack Reacher (2012) 
0,                    R,USA,Simon West,Action,0,6.6,275848,English, Lionsgate,17 August 2012 (USA),103 min,Sylvester Stallone,The Expendables 2 (2012) 
45000000,                    PG-13,France,Olivier Megaton,Action,376141306,6.3,271228,English, EuropaCorp,5 October 2012 (USA),92 min,Liam Neeson,Taken 2 (2012) 
125000000,                    PG-13,USA,Tony Gilroy,Action,276144750,6.7,266795,English, Universal Pictures,10 August 2012 (USA),135 min,Jeremy Renner,The Bourne Legacy (2012) 
170000000,                    PG-13,USA,Rupert Sanders,Action,396592829,6.1,257306,English, Roth Films,1 June 2012 (USA),127 min,Kristen Stewart,Snow White and the Huntsman (2012) 
17000000,                    PG-13,USA,Jason Moore,Comedy,113042075,7.2,254293,English, Brownstone Productions (II),5 October 2012 (USA),112 min,Anna Kendrick,Pitch Perfect (2012) 
40000000,                    R,USA,Kathryn Bigelow,Drama,132820716,7.4,248771,English, Columbia Pictures,11 January 2013 (USA),157 min,Jessica Chastain,Zero Dark Thirty (2012) 
65000000,                    R,USA,Larry Charles,Comedy,179379533,6.4,248660,English, Paramount Pictures,16 May 2012 (USA),83 min,Sacha Baron Cohen,The Dictator (2012) 
250000000,                    PG-13,USA,Andrew Stanton,Action,284139100,6.6,237614,English, Walt Disney Pictures,9 March 2012 (USA),132 min,Taylor Kitsch,John Carter (2012) 
3800000,                    R,Denmark,Thomas Vinterberg,Drama,18309793,8.3,237533,Danish, Danmarks Radio (DR),10 January 2013 (Denmark),115 min,Mads Mikkelsen,The Hunt (2012) 
35000000,                    R,UK,Pete Travis,Action,41037742,7.1,233000,English, DNA Films,21 September 2012 (USA),95 min,Karl Urban,Dredd (2012) 
12000000,                    PG-13,USA,Josh Trank,Drama,126636097,7.1,228046,English, Twentieth Century Fox,3 February 2012 (USA),89 min,Dane DeHaan,Chronicle (2012) 
150000000,                    PG-13,USA,Tim Burton,Comedy,245527149,6.2,227825,English, Warner Bros.,11 May 2012 (USA),113 min,Johnny Depp,Dark Shadows (2012) 
65000000,                    PG-13,USA,Steven Spielberg,Biography,275293450,7.4,227177,English, DreamWorks,16 November 2012 (USA),150 min,Daniel Day-Lewis,Lincoln (2012) 
125000000,                    PG-13,USA,Len Wiseman,Action,198467168,6.3,227063,English, Total Recall,3 August 2012 (USA),118 min,Colin Farrell,Total Recall (2012) 
15000000,                    R,USA,Derek Cianfrance,Crime,0,7.3,225027,English, Sidney Kimmel Entertainment,19 April 2013 (USA),140 min,Ryan Gosling,The Place Beyond the Pines (2012) 
209000000,                    PG-13,USA,Peter Berg,Action,303025485,5.8,224281,English, Universal Pictures,18 May 2012 (USA),131 min,Alexander Skarsgård,Battleship (2012) 
15000000,                    R,UK,Martin McDonagh,Comedy,19422261,7.2,221799,English, CBS Films,12 October 2012 (USA),110 min,Colin Farrell,Seven Psychopaths (2012) 
120000000,                    PG-13,USA,Bill Condon,Adventure,832660037,5.5,213270,English, Summit Entertainment,16 November 2012 (USA),115 min,Kristen Stewart,The Twilight Saga: Breaking Dawn - Part 2 (2012) 
26000000,                    R,USA,John Hillcoat,Crime,53676580,7.3,212754,English, The Weinstein Company,29 August 2012 (USA),116 min,Tom Hardy,Lawless (2012) 
7000000,                    R,USA,David Ayer,Action,53041274,7.6,209817,English, Exclusive Media Group,21 September 2012 (USA),109 min,Jake Gyllenhaal,End of Watch (2012) 
85000000,                    PG,USA,Genndy Tartakovsky,Animation,358375603,7.1,202591,English, Columbia Pictures,28 September 2012 (USA),91 min,Adam Sandler,Hotel Transylvania (2012) 
3000000,                    R,USA,Scott Derrickson,Horror,87727807,6.8,196210,English, Alliance Films,12 October 2012 (USA),110 min,Ethan Hawke,Sinister (2012) 
85000000,                    R,South Africa,Daniel Espinosa,Action,208076205,6.8,191296,English, Universal Pictures,10 February 2012 (USA),115 min,Denzel Washington,Safe House (2012) 
50000000,                    R,USA,Jon Hurwitz,Comedy,234989584,6.7,190983,English, Universal Pictures,6 April 2012 (USA),113 min,Jason Biggs,American Reunion (2012) 
12000000,                    R,USA,Nima Nourizadeh,Comedy,102731865,6.7,176665,English, Green Hat Films,2 March 2012 (USA),88 min,Thomas Mann,Project X (2012) 
45000000,                    PG-13,Spain,J.A. Bayona,Drama,180274123,7.6,175943,English, Mediaset España,4 January 2013 (USA),114 min,Naomi Watts,The Impossible (2012) 
95000000,                    PG,USA,Steve Martino,Animation,879765137,6.6,173540,English, Blue Sky Studios,13 July 2012 (USA),88 min,Ray Romano,Ice Age: Continental Drift (2012) 
100000000,                    R,USA,Martin Scorsese,Biography,392000694,8.2,1020161,English, Red Granite Pictures,25 December 2013 (USA),180 min,Leonardo DiCaprio,The Wolf of Wall Street (2013) 
100000000,                    PG-13,UK,Alfonso Cuarón,Drama,723192705,7.7,702220,English, Warner Bros.,4 October 2013 (USA),91 min,Sandra Bullock,Gravity (2013) 
200000000,                    PG-13,USA,Shane Black,Action,1215439994,7.2,676537,English, Marvel Studios,3 May 2013 (USA),130 min,Robert Downey Jr.,Iron Man 3 (2013) 
225000000,                    PG-13,USA,Zack Snyder,Action,668045518,7.1,640692,English, Warner Bros.,14 June 2013 (USA),143 min,Henry Cavill,Man of Steel (2013) 
130000000,                    PG-13,USA,Francis Lawrence,Action,864912963,7.5,570981,English, Color Force,22 November 2013 (USA),146 min,Jennifer Lawrence,The Hunger Games: Catching Fire (2013) 
20000000,                    R,USA,Steve McQueen,Biography,187733202,8.1,570808,English, Regency Enterprises,8 November 2013 (USA),134 min,Chiwetel Ejiofor,12 Years a Slave (2013) 
225000000,                    PG-13,USA,Peter Jackson,Adventure,960366855,7.8,561248,English, Metro-Goldwyn-Mayer (MGM),13 December 2013 (USA),161 min,Ian McKellen,The Hobbit: The Desolation of Smaug (2013) 
190000000,                    PG-13,USA,Marc Forster,Action,540007876,7,548127,English, Paramount Pictures,21 June 2013 (USA),116 min,Brad Pitt,World War Z (2013) 
75000000,                    PG-13,USA,Louis Leterrier,Crime,351723989,7.3,548037,English, Summit Entertainment,31 May 2013 (USA),115 min,Jesse Eisenberg,Now You See Me (2013) 
170000000,                    PG-13,USA,Alan Taylor,Action,644783140,7,527265,English, Marvel Studios,8 November 2013 (USA),112 min,Chris Hemsworth,Thor: The Dark World (2013) 
46000000,                    R,USA,Denis Villeneuve,Crime,122126687,8.1,519368,English, Alcon Entertainment,20 September 2013 (USA),153 min,Hugh Jackman,Prisoners (2013) 
150000000,                    PG,USA,Chris Buck,Animation,1276480335,7.5,511611,English, Walt Disney Animation Studios,27 November 2013 (USA),102 min,Kristen Bell,Frozen (2013) 
23000000,                    R,USA,Spike Jonze,Drama,47351251,8,460326,English, Annapurna Pictures,10 January 2014 (USA),126 min,Joaquin Phoenix,Her (2013) 
120000000,                    PG-13,USA,Joseph Kosinski,Action,286168572,7,449294,English, Universal Pictures,19 April 2013 (USA),124 min,Tom Cruise,Oblivion (2013) 
190000000,                    PG-13,USA,J.J. Abrams,Action,467365246,7.7,443422,English, Paramount Pictures,16 May 2013 (USA),132 min,Chris Pine,Star Trek Into Darkness (2013) 
190000000,                    PG-13,USA,Guillermo del Toro,Action,411002906,6.9,440373,English, Warner Bros.,12 July 2013 (USA),131 min,Idris Elba,Pacific Rim (2013) 
105000000,                    PG-13,Australia,Baz Luhrmann,Drama,351040419,7.3,428003,English, Warner Bros.,10 May 2013 (USA),143 min,Leonardo DiCaprio,The Great Gatsby (2013) 
40000000,                    R,USA,David O. Russell,Crime,251171807,7.2,415359,English, Columbia Pictures,20 December 2013 (USA),138 min,Christian Bale,American Hustle (2013) 
5000000,                    R,USA,Jean-Marc Vallée,Biography,55198285,8,399114,English, Truth Entertainment (II),22 November 2013 (USA),117 min,Matthew McConaughey,Dallas Buyers Club (2013) 
120000000,                    PG-13,USA,James Mangold,Action,414828246,6.7,396211,English, Twentieth Century Fox,26 July 2013 (USA),126 min,Hugh Jackman,The Wolverine (2013) 
115000000,                    R,USA,Neill Blomkamp,Action,286140700,6.6,392468,English, TriStar Pictures,9 August 2013 (USA),109 min,Matt Damon,Elysium (2013) 
20000000,                    R,USA,James Wan,Horror,318000141,7.5,390714,English, New Line Cinema,19 July 2013 (USA),112 min,Patrick Wilson,The Conjuring (2013) 
38000000,                    R,UK,Ron Howard,Action,90247624,8.1,387979,English, Exclusive Media Group,27 September 2013 (USA),123 min,Daniel Brühl,Rush (2013) 
55000000,                    PG-13,USA,Paul Greengrass,Biography,218791811,7.8,384125,English, Scott Rudin Productions,11 October 2013 (USA),134 min,Tom Hanks,Captain Phillips (2013) 
37000000,                    R,USA,Rawson Marshall Thurber,Comedy,269994119,7,368794,English, New Line Cinema,7 August 2013 (USA),110 min,Jason Sudeikis,We're the Millers (2013) 
32000000,                    R,USA,Evan Goldberg,Comedy,126041322,6.6,357679,English, Columbia Pictures,12 June 2013 (USA),107 min,James Franco,This Is the End (2013) 
160000000,                    PG-13,USA,Justin Lin,Action,788679850,7.1,344272,English, Universal Pictures,24 May 2013 (USA),130 min,Vin Diesel,Fast & Furious 6 (2013) 
76000000,                    PG,USA,Pierre Coffin,Animation,970761885,7.4,340994,English, Universal Pictures,3 July 2013 (USA),98 min,Steve Carell,Despicable Me 2 (2013) 
200000000,                    G,USA,Dan Scanlon,Animation,743559607,7.3,288605,English, Walt Disney Pictures,21 June 2013 (USA),104 min,Billy Crystal,Monsters University (2013) 
90000000,                    PG,USA,Ben Stiller,Adventure,188133322,7.3,273538,English, Twentieth Century Fox,25 December 2013 (USA),114 min,Ben Stiller,The Secret Life of Walter Mitty (2013) 
103000000,                    R,USA,Todd Phillips,Adventure,362000072,5.8,267890,English, Green Hat Films,23 May 2013 (USA),100 min,Bradley Cooper,The Hangover Part III (2013) 
12000000,                    R,UK,Richard Curtis,Comedy,87100449,7.8,256379,English, Translux,8 November 2013 (USA),123 min,Domhnall Gleeson,About Time (2013) 
40000000,                    R,USA,Peter Berg,Action,154802912,7.5,244635,English, Film 44,10 January 2014 (USA),121 min,Mark Wahlberg,Lone Survivor (2013) 
28000000,                    R,USA,Jeff Wadlow,Action,63297114,6.6,235955,English, Universal Pictures,16 August 2013 (USA),103 min,Aaron Taylor-Johnson,Kick-Ass 2 (2013) 
70000000,                    R,USA,Antoine Fuqua,Action,161025640,6.5,233432,English, Millennium Films,22 March 2013 (USA),119 min,Gerard Butler,Olympus Has Fallen (2013) 
39200000,                    R,South Korea,Joon-ho Bong,Action,86758912,7.1,233230,English, SnowPiercer,11 July 2014 (USA),126 min,Chris Evans,Snowpiercer (2013) 
20000000,                    R,UK,Edgar Wright,Action,46089287,7,230388,English, Universal Pictures,23 August 2013 (USA),109 min,Simon Pegg,The World's End (2013) 
3000000,                    R,USA,Joseph Gordon-Levitt,Comedy,30450756,6.6,214847,English, Voltage Pictures,27 September 2013 (USA),90 min,Joseph Gordon-Levitt,Don Jon (2013) 
110000000,                    PG-13,USA,Gavin Hood,Action,125537191,6.6,210155,English, MWM (MadisonWellsMedia),1 November 2013 (USA),114 min,Harrison Ford,Ender's Game (2013) 
50000000,                    R,USA,Mikael Håfström,Action,137328301,6.7,209946,English, Summit Entertainment,18 October 2013 (USA),115 min,Sylvester Stallone,Escape Plan (2013) 
35000000,                    PG-13,USA,Jonathan Levine,Comedy,116980662,6.9,207484,English, Summit Entertainment,1 February 2013 (USA),98 min,Nicholas Hoult,Warm Bodies (2013) 
215000000,                    PG-13,USA,Gore Verbinski,Action,260502115,6.4,207455,English, Walt Disney Pictures,3 July 2013 (USA),150 min,Johnny Depp,The Lone Ranger (2013) 
60000000,                    R,USA,Ruben Fleischer,Action,105200903,6.7,194351,English, Warner Bros.,11 January 2013 (USA),113 min,Sean Penn,Gangster Squad (2013) 
215000000,                    PG,USA,Sam Raimi,Adventure,493311825,6.3,191245,English, Walt Disney Pictures,8 March 2013 (USA),130 min,James Franco,Oz the Great and Powerful (2013) 
150000000,                    PG-13,USA,Roland Emmerich,Action,205366737,6.4,190302,English, Columbia Pictures,28 June 2013 (USA),131 min,Channing Tatum,White House Down (2013) 
92000000,                    R,USA,John Moore,Action,304654182,5.3,187174,English, Twentieth Century Fox,14 February 2013 (USA),98 min,Bruce Willis,A Good Day to Die Hard (2013) 
26000000,                    R,USA,Michael Bay,Action,86175291,6.4,186449,English, Paramount Pictures,26 April 2013 (USA),129 min,Mark Wahlberg,Pain & Gain (2013) 
50000000,                    R,Germany,Tommy Wirkola,Action,226349749,6.1,181790,English, Paramount Pictures,25 January 2013 (USA),88 min,Jeremy Renner,Hansel & Gretel: Witch Hunters (2013) 
3000000,                    R,USA,James DeMonaco,Horror,89328627,5.7,181111,English, Universal Pictures,7 June 2013 (USA),85 min,Ethan Hawke,The Purge (2013) 
61000000,                    R,USA,Baltasar Kormákur,Action,131940411,6.7,180686,English, Universal Pictures,2 August 2013 (USA),109 min,Denzel Washington,2 Guns (2013) 
165000000,                    PG-13,USA,Christopher Nolan,Adventure,675020017,8.6,1274376,English, Paramount Pictures,7 November 2014 (USA),169 min,Matthew McConaughey,Interstellar (2014) 
170000000,                    PG-13,USA,James Gunn,Action,774176600,8.1,923581,English, Marvel Studios,1 August 2014 (USA),121 min,Chris Pratt,Guardians of the Galaxy (2014) 
61000000,                    R,USA,David Fincher,Drama,369330363,8.1,751790,English, Twentieth Century Fox,3 October 2014 (USA),149 min,Ben Affleck,Gone Girl (2014) 
170000000,                    PG-13,USA,Anthony Russo,Action,714766572,7.8,647340,English, Marvel Entertainment,4 April 2014 (USA),136 min,Chris Evans,Captain America: The Winter Soldier (2014) 
25000000,                    R,USA,Wes Anderson,Adventure,174600318,8.1,626203,English, Fox Searchlight Pictures,28 March 2014 (USA),99 min,Ralph Fiennes,The Grand Budapest Hotel (2014) 
14000000,                    PG-13,USA,Morten Tyldum,Biography,227774226,8,612348,English, Black Bear Pictures,25 December 2014 (USA),114 min,Benedict Cumberbatch,The Imitation Game (2014) 
200000000,                    PG-13,USA,Bryan Singer,Action,748121534,8,612244,English, Twentieth Century Fox,23 May 2014 (USA),132 min,Patrick Stewart,X-Men: Days of Future Past (2014) 
3300000,                    R,USA,Damien Chazelle,Drama,48982041,8.5,604162,English, Bold Films,15 October 2014 (Philippines),106 min,Miles Teller,Whiplash (2014) 
178000000,                    PG-13,USA,Doug Liman,Action,369206256,7.9,540523,English, Warner Bros.,6 June 2014 (USA),113 min,Tom Cruise,Edge of Tomorrow (2014) 
81000000,                    R,UK,Matthew Vaughn,Action,414351546,7.7,537790,English, Twentieth Century Fox,13 February 2015 (USA),129 min,Colin Firth,Kingsman: The Secret Service (2014) 
18000000,                    R,USA,Alejandro G. Iñárritu,Comedy,103215094,7.7,512877,English, New Regency Pictures,14 November 2014 (USA),119 min,Michael Keaton,Birdman or (The Unexpected Virtue of Ignorance) (2014) 
250000000,                    PG-13,New Zealand,Peter Jackson,Adventure,956019788,7.4,434238,English, New Line Cinema,17 December 2014 (USA),144 min,Ian McKellen,The Hobbit: The Battle of the Five Armies (2014) 
20000000,                    R,China,Chad Stahelski,Action,130888901,7.3,424416,English, Thunder Road Pictures,24 October 2014 (USA),101 min,Keanu Reeves,John Wick (2014) 
15000000,                    R,UK,Alex Garland,Drama,38978784,7.7,418370,English, Universal Pictures International (UPI),24 April 2015 (USA),108 min,Alicia Vikander,Ex Machina (2014) 
8500000,                    R,USA,Dan Gilroy,Crime,50334418,7.9,399024,English, Bold Films,31 October 2014 (USA),117 min,Jake Gyllenhaal,Nightcrawler (2014) 
40000000,                    R,France,Luc Besson,Action,458863600,6.4,398915,English, EuropaCorp,25 July 2014 (USA),89 min,Scarlett Johansson,Lucy (2014) 
