Budget,Certificate,Country,Director,Genre,Gross,IMDb_Rating,IMDb_Votes,Language,Production_Co,Release_Date,Runtime,Star,Title
45000000,                    PG-13,USA,Jonathan Frakes,Action,150000000,7.6,109568,English, Digital Image Associates,22 November 1996 (USA),111 min,Patrick Stewart,Star Trek: First Contact (1996) 
54000000,                    PG-13,USA,Tom Shadyac,Comedy,273961019,5.6,100793,English, Imagine Entertainment,28 June 1996 (USA),95 min,Eddie Murphy,The Nutty Professor (1996) 
100000000,                    R,USA,Chuck Russell,Action,242295562,6.1,96167,English, Kopelson Entertainment,21 June 1996 (USA),115 min,Arnold Schwarzenegger,Eraser (1996) 
75000000,                    G,USA,Stephen Herek,Adventure,320689294,5.7,91230,English, Walt Disney Pictures,27 November 1996 (USA),103 min,Glenn Close,101 Dalmatians (1996) 
57000000,                    PG-13,USA,Rob Cohen,Action,115267375,6.4,85912,English, Universal Pictures,31 May 1996 (USA),103 min,Dennis Quaid,DragonHeart (1996) 
50000000,                    R,USA,John Woo,Action,150270147,6,85310,English, Twentieth Century Fox,9 February 1996 (USA),108 min,John Travolta,Broken Arrow (1996) 
60000000,                    PG,USA,Brian Levant,Comedy,129832389,5.6,83283,English, 1492 Pictures,22 November 1996 (USA),89 min,Arnold Schwarzenegger,Jingle All the Way (1996) 
36000000,                    R,USA,Milos Forman,Biography,0,7.3,81559,English, Columbia Pictures,10 January 1997 (USA),129 min,Woody Harrelson,The People vs. Larry Flynt (1996) 
890000,                    R,USA,Billy Bob Thornton,Drama,0,8,81086,English, Miramax,14 March 1997 (USA),135 min,Billy Bob Thornton,Sling Blade (1996) 
30000000,                    R,New Zealand,Peter Jackson,Comedy,12600000,7.1,76317,English, Universal Pictures,19 July 1996 (USA),110 min,Michael J. Fox,The Frighteners (1996) 
31000000,                    R,USA,Mike Nichols,Comedy,185260553,7,72442,English, United Artists,8 March 1996 (USA),117 min,Robin Williams,The Birdcage (1996) 
27000000,                    PG-13,USA,Bobby Farrelly,Comedy,7200000,6.9,71398,English, Rysher Entertainment,26 July 1996 (USA),114 min,Woody Harrelson,Kingpin (1996) 
200000,                    R,USA,Doug Liman,Comedy,0,7.3,70612,English, Doug Liman Productions,11 April 1997 (Brazil),96 min,Vince Vaughn,Swingers (1996) 
32000000,                    PG,USA,Jon Turteltaub,Drama,152036382,6.4,70551,English, Touchstone Pictures,3 July 1996 (USA),123 min,John Travolta,Phenomenon (1996) 
15000000,                    R,USA,Andrew Fleming,Drama,30900000,6.3,67589,English, Columbia Pictures,3 May 1996 (USA),101 min,Robin Tunney,The Craft (1996) 
65000000,                    R,USA,Renny Harlin,Action,89456761,6.8,67271,English, Forge,11 October 1996 (USA),121 min,Geena Davis,The Long Kiss Goodnight (1996) 
7000000,                    R,USA,Wes Anderson,Comedy,0,7,63750,English, Columbia Pictures,21 February 1996 (USA),91 min,Luke Wilson,Bottle Rocket (1996) 
50000000,                    R,USA,John Carpenter,Action,42277365,5.7,63596,English, Paramount Pictures,9 August 1996 (USA),101 min,Kurt Russell,Escape from L.A. (1996) 
80000000,                    PG-13,USA,Rob Cohen,Action,126189000,5.9,60964,English, Davis Entertainment,6 December 1996 (USA),114 min,Sylvester Stallone,Daylight (1996) 
0,                    R,Denmark,Lars von Trier,Drama,0,7.9,56665,English, Argus Film Produktie,13 November 1996 (USA),159 min,Emily Watson,Breaking the Waves (1996) 
26000000,                    PG,USA,Tom Hanks,Comedy,34585416,6.9,56591,English, Clavius Base,4 October 1996 (USA),108 min,Tom Hanks,That Thing You Do! (1996) 
38000000,                    PG,UK,Henry Selick,Animation,0,6.7,55817,English, Walt Disney Pictures,12 April 1996 (USA),79 min,Paul Terry,James and the Giant Peach (1996) 
0,,Turkey,Yavuz Turgul,Crime,1979000,8.3,54583,Turkish, Artcam International,29 November 1996 (Turkey),128 min,Sener Sen,The Bandit (1996) 
45000000,                    PG-13,USA,Francis Ford Coppola,Comedy,0,5.8,52288,English, American Zoetrope,9 August 1996 (USA),113 min,Robin Williams,Jack (1996) 
55000000,                    R,Germany,Stephen Hopkins,Adventure,36400000,6.8,52112,English, Constellation Entertainment,11 October 1996 (USA),110 min,Michael Douglas,The Ghost and the Darkness (1996) 
67000000,                    R,USA,Walter Hill,Action,33200000,6.4,49868,English, Lone Wolf,20 September 1996 (USA),101 min,Bruce Willis,Last Man Standing (1996) 
5500000,                    PG-13,Australia,Scott Hicks,Biography,0,7.7,48347,English, Australian Film Finance Corporation (AFFC),14 February 1997 (USA),105 min,Geoffrey Rush,Shine (1996) 
12000000,                    PG-13,USA,Mike Judge,Animation,0,6.8,48062,English, Paramount Pictures,20 December 1996 (USA),81 min,Mike Judge,Beavis and Butt-Head Do America (1996) 
9000000,                    NC-17,Canada,David Cronenberg,Drama,0,6.4,47579,English, Alliance Communications Corporation,21 March 1997 (USA),100 min,James Spader,Crash (1996) 
200000000,                    PG-13,USA,James Cameron,Drama,2186772302,7.8,945099,English, Twentieth Century Fox,19 December 1997 (USA),194 min,Leonardo DiCaprio,Titanic (1997) 
10000000,                    R,USA,Gus Van Sant,Drama,225933435,8.3,756862,English, Be Gentlemen Limited Partnership,9 January 1998 (USA),126 min,Robin Williams,Good Will Hunting (1997) 
20000000,                    PG-13,Italy,Roberto Benigni,Comedy,229163264,8.6,544383,Italian, Melampo Cinematografica,12 February 1999 (USA),116 min,Roberto Benigni,Life Is Beautiful (1997) 
35000000,                    R,USA,Curtis Hanson,Crime,126216940,8.3,488742,English, Regency Enterprises,19 September 1997 (USA),138 min,Kevin Spacey,L.A. Confidential (1997) 
90000000,                    PG-13,USA,Barry Sonnenfeld,Adventure,589390539,7.3,471402,English, Columbia Pictures,2 July 1997 (USA),98 min,Tommy Lee Jones,Men in Black (1997) 
93000000,                    PG-13,France,Luc Besson,Action,263920180,7.7,399271,English, Gaumont,9 May 1997 (USA),126 min,Bruce Willis,The Fifth Element (1997) 
73000000,                    PG-13,USA,Steven Spielberg,Action,618638999,6.5,341350,English, Universal Pictures,23 May 1997 (USA),129 min,Jeff Goldblum,The Lost World: Jurassic Park (1997) 
80000000,                    R,USA,John Woo,Action,128000000,7.3,323534,English, Permut Presentations,27 June 1997 (USA),138 min,John Travolta,Face/Off (1997) 
50000000,                    R,USA,David Fincher,Drama,109423648,7.8,312080,English, Polygram Filmed Entertainment,12 September 1997 (USA),129 min,Michael Douglas,The Game (1997) 
57000000,                    R,USA,Taylor Hackford,Drama,152944660,7.5,299422,English, Warner Bros.,17 October 1997 (USA),144 min,Keanu Reeves,The Devil's Advocate (1997) 
0,                    PG-13,Japan,Hayao Miyazaki,Animation,159375308,8.4,289699,Japanese, DENTSU Music And Entertainment,19 December 1997 (USA),134 min,Yôji Matsuda,Princess Mononoke (1997) 
12000000,                    R,USA,Quentin Tarantino,Crime,74727492,7.5,278338,English, Miramax,25 December 1997 (USA),154 min,Pam Grier,Jackie Brown (1997) 
36000000,                    PG-13,USA,Andrew Niccol,Drama,3600000,7.8,258248,English, Columbia Pictures,24 October 1997 (USA),106 min,Ethan Hawke,Gattaca (1997) 
45000000,                    PG-13,USA,Tom Shadyac,Comedy,302710615,6.9,257603,English, Universal Pictures,21 March 1997 (USA),86 min,Jim Carrey,Liar Liar (1997) 
75000000,                    R,USA,Simon West,Action,224012234,6.8,255511,English, Touchstone Pictures,6 June 1997 (USA),115 min,Nicolas Cage,Con Air (1997) 
35000000,                    R,USA,Mike Newell,Biography,124909762,7.8,253695,English, Mandalay Entertainment,28 February 1997 (USA),127 min,Al Pacino,Donnie Brasco (1997) 
50000000,                    PG-13,USA,James L. Brooks,Comedy,314178011,7.7,252325,English, TriStar Pictures,25 December 1997 (USA),139 min,Jack Nicholson,As Good as It Gets (1997) 
105000000,                    R,USA,Paul Verhoeven,Action,121214377,7.2,249692,English, TriStar Pictures,7 November 1997 (USA),129 min,Casper Van Dien,Starship Troopers (1997) 
90000000,                    PG,USA,Robert Zemeckis,Drama,171120329,7.4,233816,English, Warner Bros.,11 July 1997 (USA),150 min,Jodie Foster,Contact (1997) 
15000000,                    R,USA,Paul Thomas Anderson,Drama,16700954,7.9,218303,English, New Line Cinema,31 October 1997 (USA),155 min,Mark Wahlberg,Boogie Nights (1997) 
125000000,                    PG-13,USA,Joel Schumacher,Action,238207122,3.7,216300,English, Warner Bros.,20 June 1997 (USA),125 min,Arnold Schwarzenegger,Batman & Robin (1997) 
75000000,                    R,USA,Jean-Pierre Jeunet,Action,161376068,6.2,209005,English, Brandywine Productions,26 November 1997 (USA),109 min,Sigourney Weaver,Alien: Resurrection (1997) 
17000000,                    PG-13,USA,Jay Roach,Adventure,67683989,7,205146,English, Capella International,2 May 1997 (USA),94 min,Mike Myers,Austin Powers: International Man of Mystery (1997) 
0,                    R,Canada,Vincenzo Natali,Drama,0,7.3,189315,English, Cube Libre,11 July 1998 (Netherlands),90 min,Nicole de Boer,Cube (1997) 
85000000,                    G,USA,Ron Clements,Animation,252712101,7.3,179765,English, Walt Disney Pictures,27 June 1997 (USA),93 min,Tate Donovan,Hercules (1997) 
110000000,                    PG-13,UK,Roger Spottiswoode,Action,221300000,6.5,167489,English, Eon Productions,19 December 1997 (USA),119 min,Pierce Brosnan,Tomorrow Never Dies (1997) 
85000000,                    R,USA,Wolfgang Petersen,Action,315156409,6.5,166089,English, Columbia Pictures,25 July 1997 (USA),124 min,Harrison Ford,Air Force One (1997) 
24000000,                    R,USA,Wes Craven,Horror,172363301,6.1,143340,English, Dimension Films,12 December 1997 (USA),120 min,Neve Campbell,Scream 2 (1997) 
60000000,                    R,UK,Paul W.S. Anderson,Horror,20400000,6.7,142129,English, Golar Productions,15 August 1997 (USA),96 min,Laurence Fishburne,Event Horizon (1997) 
250000,                    R,USA,Kevin Smith,Comedy,0,7.3,124834,English, Too Askew Prod. Inc.,18 April 1997 (USA),113 min,Ben Affleck,Chasing Amy (1997) 
17000000,                    R,USA,Jim Gillespie,Horror,125586134,5.7,122507,English, Mandalay Entertainment,17 October 1997 (USA),101 min,Jennifer Love Hewitt,I Know What You Did Last Summer (1997) 
15000000,                    R,France,David Lynch,Mystery,0,7.6,117426,English, CiBy 2000,15 January 1997 (France),134 min,Bill Pullman,Lost Highway (1997) 
46000000,                    PG-13,USA,P.J. Hogan,Comedy,172168576,6.3,116279,English, TriStar Pictures,20 June 1997 (USA),105 min,Julia Roberts,My Best Friend's Wedding (1997) 
70000000,                    PG-13,USA,Jean-Jacques Annaud,Adventure,131457682,7,111757,English, Mandalay Entertainment,10 October 1997 (USA),136 min,Brad Pitt,Seven Years in Tibet (1997) 
50000000,                    G,USA,Don Bluth,Animation,139804348,7.1,102098,English, Twentieth Century Fox,21 November 1997 (USA),94 min,Meg Ryan,Anastasia (1997) 
60000000,                    R,USA,Michael Caton-Jones,Action,159330280,6.4,98903,English, Universal Pictures,14 November 1997 (USA),124 min,Bruce Willis,The Jackal (1997) 
32000000,                    PG,USA,Raja Gosnell,Comedy,48200000,4.4,93836,English, Twentieth Century Fox,12 December 1997 (USA),102 min,Alex D. Linz,Home Alone 3 (1997) 
3500000,                    R,UK,Peter Cattaneo,Comedy,257938649,7.2,92092,English, Redwave Films,19 September 1997 (USA),91 min,Robert Carlyle,The Full Monty (1997) 
22000000,                    PG-13,UK,Mel Smith,Adventure,251212670,6.4,88819,English, Polygram Filmed Entertainment,7 November 1997 (USA),89 min,Rowan Atkinson,Bean (1997) 
75000000,                    R,USA,Richard Donner,Action,136982834,6.7,86864,English, Warner Bros.,8 August 1997 (USA),135 min,Mel Gibson,Conspiracy Theory (1997) 
45000000,                    PG-13,USA,Luis Llosa,Action,71000000,4.7,86396,English, Cinema Line Film Corporation,11 April 1997 (USA),89 min,Jon Voight,Anaconda (1997) 
15000000,                    R,USA,George Armitage,Action,0,7.4,81752,English, Hollywood Pictures,11 April 1997 (USA),107 min,John Cusack,Grosse Pointe Blank (1997) 
10000000,                    R,USA,James Mangold,Crime,18800000,6.9,78865,English, Miramax,15 August 1997 (USA),105 min,Sylvester Stallone,Cop Land (1997) 
80000000,                    PG,USA,Les Mayfield,Comedy,177977226,5.2,77328,English, Walt Disney Pictures,26 November 1997 (USA),93 min,Robin Williams,Flubber (1997) 
15000000,                    R,USA,Barry Levinson,Comedy,64217092,7.1,74142,English, Baltimore Pictures,9 January 1998 (USA),97 min,Dustin Hoffman,Wag the Dog (1997) 
116000000,                    PG-13,USA,Roger Donaldson,Action,178127760,5.9,72918,English, Universal Pictures,7 February 1997 (USA),108 min,Pierce Brosnan,Dante's Peak (1997) 
160000000,                    PG-13,USA,Jan de Bont,Action,115900000,3.8,68998,English, Blue Tulip Productions,13 June 1997 (USA),121 min,Sandra Bullock,Speed 2: Cruise Control (1997) 
50000000,                    R,USA,Ridley Scott,Action,97169156,5.9,68475,English, Caravan Pictures,22 August 1997 (USA),125 min,Demi Moore,G.I. Jane (1997) 
90000000,                    PG-13,USA,Mick Jackson,Action,122823468,5.5,66761,English, Twentieth Century Fox,25 April 1997 (USA),104 min,Tommy Lee Jones,Volcano (1997) 
36000000,                    R,USA,Steven Spielberg,Drama,16200000,7.3,65584,English, DreamWorks,25 December 1997 (USA),155 min,Djimon Hounsou,Amistad (1997) 
70000000,                    R,USA,Steven Spielberg,Drama,481840909,8.6,1094660,English, DreamWorks,24 July 1998 (USA),169 min,Tom Hanks,Saving Private Ryan (1998) 
7500000,                    R,USA,Tony Kaye,Drama,23875127,8.5,940808,English, New Line Cinema,20 November 1998 (USA),119 min,Edward Norton,American History X (1998) 
60000000,                    PG,USA,Peter Weir,Comedy,264118201,8.1,828775,English, Paramount Pictures,5 June 1998 (USA),103 min,Jim Carrey,The Truman Show (1998) 
15000000,                    R,USA,Joel Coen,Comedy,46189568,8.1,656351,English, Polygram Filmed Entertainment,6 March 1998 (USA),117 min,Jeff Bridges,The Big Lebowski (1998) 
0,                    R,UK,Guy Ritchie,Comedy,28356188,8.2,489263,English, Summit Entertainment,28 August 1998 (UK),107 min,Jason Flemyng,"Lock, Stock and Two Smoking Barrels (1998) "
140000000,                    PG-13,USA,Michael Bay,Action,553709788,6.7,367761,English, Touchstone Pictures,1 July 1998 (USA),151 min,Bruce Willis,Armageddon (1998) 
23000000,                    R,USA,Bobby Farrelly,Comedy,369884651,7.1,273528,English, Twentieth Century Fox,15 July 1998 (USA),119 min,Cameron Diaz,There's Something About Mary (1998) 
120000000,                    G,USA,John Lasseter,Animation,363398565,7.2,245154,English, Pixar Animation Studios,25 November 1998 (USA),95 min,Kevin Spacey,A Bug's Life (1998) 
18500000,                    R,USA,Terry Gilliam,Adventure,0,7.7,240719,English, Fear and Loathing LLC,22 May 1998 (USA),118 min,Johnny Depp,Fear and Loathing in Las Vegas (1998) 
45000000,                    R,USA,Stephen Norrington,Action,131183530,7.1,224089,English, Amen Ra Films,21 August 1998 (USA),120 min,Wesley Snipes,Blade (1998) 
90000000,                    G,USA,Tony Bancroft,Animation,304320254,7.6,218866,English, Walt Disney Feature Animation Florida,19 June 1998 (USA),88 min,Ming-Na Wen,Mulan (1998) 
33000000,                    PG-13,USA,Brett Ratner,Action,244386864,7,218197,English, New Line Cinema,18 September 1998 (USA),98 min,Jackie Chan,Rush Hour (1998) 
90000000,                    R,USA,Tony Scott,Action,250649836,7.3,212338,English, Touchstone Pictures,20 November 1998 (USA),132 min,Will Smith,Enemy of the State (1998) 
25000000,                    R,USA,John Madden,Comedy,289317794,7.1,199934,English, Universal Pictures,8 January 1999 (USA),123 min,Gwyneth Paltrow,Shakespeare in Love (1998) 
90000000,                    PG-13,USA,Martin Brest,Drama,142940100,7.2,193574,English, Universal Pictures,13 November 1998 (USA),178 min,Brad Pitt,Meet Joe Black (1998) 
0,                    R,Germany,Tom Tykwer,Crime,0,7.7,178242,German, X-Filme Creative Pool,18 June 1999 (USA),81 min,Franka Potente,Run Lola Run (1998) 
27000000,                    R,Australia,Alex Proyas,Mystery,12821985,7.7,176356,English, Mystery Clock Cinema,27 February 1998 (USA),100 min,Rufus Sewell,Dark City (1998) 
65000000,                    PG,USA,Nora Ephron,Comedy,250821495,6.6,176047,English, Warner Bros.,18 December 1998 (USA),119 min,Tom Hanks,You've Got Mail (1998) 
130000000,                    PG-13,USA,Roland Emmerich,Action,242700000,5.3,169277,English, Centropolis Film Productions,20 May 1998 (USA),139 min,Matthew Broderick,Godzilla (1998) 
55000000,                    R,UK,John Frankenheimer,Action,70697479,7.3,160678,English, FGM Entertainment,25 September 1998 (USA),122 min,Robert De Niro,Ronin (1998) 
60000,                    R,USA,Darren Aronofsky,Drama,0,7.4,159793,English, Harvest Filmworks,10 July 1998 (USA),84 min,Sean Gullette,Pi (1998) 
52000000,                    R,USA,Terrence Malick,Drama,98126565,7.6,159438,English, Fox 2000 Pictures,15 January 1999 (USA),170 min,Jim Caviezel,The Thin Red Line (1998) 
9000000,                    R,USA,Wes Anderson,Comedy,0,7.7,156259,English, American Empirical Pictures,19 February 1999 (USA),93 min,Jason Schwartzman,Rushmore (1998) 
65000000,                    PG-13,USA,Martin Campbell,Action,139600000,6.7,155367,English, TriStar Pictures,17 July 1998 (USA),136 min,Antonio Banderas,The Mask of Zorro (1998) 
75000000,                    PG-13,USA,Mimi Leder,Action,349464664,6.2,150440,English, Paramount Pictures,8 May 1998 (USA),120 min,Robert Duvall,Deep Impact (1998) 
35000000,                    PG-13,France,Randall Wallace,Action,182968902,6.5,145063,English, United Artists,13 March 1998 (USA),132 min,Leonardo DiCaprio,The Man in the Iron Mask (1998) 
140000000,                    R,USA,Richard Donner,Action,285444603,6.6,142690,English, Warner Bros.,10 July 1998 (USA),127 min,Mel Gibson,Lethal Weapon 4 (1998) 
105000000,                    PG,USA,Eric Darnell,Animation,171757863,6.6,138531,English, DreamWorks,2 October 1998 (USA),83 min,Woody Allen,Antz (1998) 
20000000,                    PG-13,USA,Frank Coraci,Comedy,185991646,6.1,136703,English, Robert Simonds Productions,6 November 1998 (USA),90 min,Adam Sandler,The Waterboy (1998) 
12000000,                    R,USA,John Dahl,Crime,0,7.3,133804,English, Miramax,11 September 1998 (USA),121 min,Matt Damon,Rounders (1998) 
18000000,                    PG-13,USA,Frank Coraci,Comedy,123306987,6.8,124010,English, Juno Pix,13 February 1998 (USA),100 min,Adam Sandler,The Wedding Singer (1998) 
50000000,                    R,Germany,F. Gary Gray,Action,4400000,7.3,121436,English, Regency Enterprises,29 July 1998 (USA),140 min,Samuel L. Jackson,The Negotiator (1998) 
40000000,                    PG-13,USA,Gary Ross,Comedy,49789066,7.5,113954,English, New Line Cinema,23 October 1998 (USA),124 min,Tobey Maguire,Pleasantville (1998) 
70000000,                    PG,USA,Brenda Chapman,Animation,218613188,7.1,107413,English, DreamWorks Animation,18 December 1998 (USA),99 min,Val Kilmer,The Prince of Egypt (1998) 
0,                    PG,USA,Nancy Meyers,Adventure,92108518,6.5,107374,English, Cinema Vehicle Services,29 July 1998 (USA),128 min,Lindsay Lohan,The Parent Trap (1998) 
55000000,                    PG-13,USA,Brad Silberling,Drama,198685114,6.7,106394,English, Atlas Entertainment,10 April 1998 (USA),114 min,Nicolas Cage,City of Angels (1998) 
15000000,                    R,USA,Robert Rodriguez,Horror,0,6.5,102734,English, Dimension Films,25 December 1998 (USA),104 min,Jordana Brewster,The Faculty (1998) 
20000000,                    R,USA,John McNaughton,Crime,0,6.5,100571,English, Mandalay Entertainment,20 March 1998 (USA),108 min,Kevin Bacon,Wild Things (1998) 
66000000,                    PG-13,USA,Rob Bowman,Drama,105300000,7,95134,English, Twentieth Century Fox,19 June 1998 (USA),121 min,David Duchovny,The X Files (1998) 
85000000,                    PG-13,USA,Vincent Ward,Drama,71485043,7,94752,English, Polygram Filmed Entertainment,2 October 1998 (USA),113 min,Robin Williams,What Dreams May Come (1998) 
90000000,                    PG-13,USA,Tom Shadyac,Biography,202292902,6.7,94305,English, Universal Pictures,25 December 1998 (USA),115 min,Robin Williams,Patch Adams (1998) 
80000000,                    PG-13,USA,Barry Levinson,Drama,13100000,6.1,92846,English, Warner Bros.,13 February 1998 (USA),134 min,Dustin Hoffman,Sphere (1998) 
60000000,                    PG-13,USA,Stuart Baird,Action,102367405,6.5,88304,English, Warner Bros.,6 March 1998 (USA),131 min,Tommy Lee Jones,U.S. Marshals (1998) 
40000000,                    PG-13,USA,Joe Dante,Action,71282547,6.1,85722,English, Universal Pictures,10 July 1998 (USA),108 min,Kirsten Dunst,Small Soldiers (1998) 
71500000,                    PG-13,USA,Betty Thomas,Comedy,294456605,5.4,85525,English, Twentieth Century Fox,26 June 1998 (USA),85 min,Eddie Murphy,Doctor Dolittle (1998) 
30000000,                    R,UK,Shekhar Kapur,Biography,82150642,7.5,85264,English, PolyGram Filmed Entertainment,19 February 1999 (USA),124 min,Cate Blanchett,Elizabeth (1998) 
48000000,                    R,USA,Steven Soderbergh,Crime,77745568,7,79352,English, Universal Pictures,26 June 1998 (USA),123 min,George Clooney,Out of Sight (1998) 
6000,                    R,UK,Christopher Nolan,Crime,0,7.6,77789,English, Next Wave Films,5 November 1999 (UK),69 min,Jeremy Theobald,Following (1998) 
1300000,                    R,Denmark,Thomas Vinterberg,Drama,0,8.1,73017,Danish, Nimbus Film Productions,19 June 1998 (Denmark),105 min,Ulrich Thomsen,The Celebration (1998) 
60000000,                    R,USA,Andrew Davis,Crime,128038368,6.5,72869,English, Warner Bros.,5 June 1998 (USA),107 min,Michael Douglas,A Perfect Murder (1998) 
63000000,                    R,USA,David Fincher,Drama,71000000,8.8,1656515,English, Fox 2000 Pictures,15 October 1999 (USA),139 min,Brad Pitt,Fight Club (1999) 
63000000,                    R,USA,Lana Wachowski,Action,463517383,8.7,1486989,English, Warner Bros.,31 March 1999 (USA),136 min,Keanu Reeves,The Matrix (1999) 
60000000,                    R,USA,Frank Darabont,Crime,286801374,8.6,999243,English, Castle Rock Entertainment,10 December 1999 (USA),189 min,Tom Hanks,The Green Mile (1999) 
15000000,                    R,USA,Sam Mendes,Drama,226200000,8.4,980874,English, DreamWorks,1 October 1999 (USA),122 min,Kevin Spacey,American Beauty (1999) 
40000000,                    PG-13,USA,M. Night Shyamalan,Drama,672806292,8.1,836399,English, Hollywood Pictures,6 August 1999 (USA),107 min,Bruce Willis,The Sixth Sense (1999) 
115000000,                    PG,USA,George Lucas,Action,1027044677,6.5,647274,English, Lucasfilm,19 May 1999 (USA),136 min,Ewan McGregor,Star Wars: Episode I - The Phantom Menace (1999) 
90000000,                    G,USA,John Lasseter,Animation,485015179,7.9,463740,English, Pixar Animation Studios,24 November 1999 (USA),92 min,Tom Hanks,Toy Story 2 (1999) 
80000000,                    PG-13,USA,Stephen Sommers,Action,415933406,7,364322,English, Universal Pictures,7 May 1999 (USA),124 min,Brendan Fraser,The Mummy (1999) 
11000000,                    R,USA,Paul Weitz,Comedy,132922000,7,350941,English, Universal Pictures,9 July 1999 (USA),95 min,Jason Biggs,American Pie (1999) 
100000000,                    R,USA,Tim Burton,Fantasy,206071502,7.4,303890,English, Paramount Pictures,19 November 1999 (USA),105 min,Johnny Depp,Sleepy Hollow (1999) 
13000000,                    R,USA,Spike Jonze,Comedy,0,7.8,287159,English, Astralwerks,3 December 1999 (USA),113 min,John Cusack,Being John Malkovich (1999) 
65000000,                    R,UK,Stanley Kubrick,Drama,162091208,7.4,269965,English, Warner Bros.,16 July 1999 (USA),159 min,Tom Cruise,Eyes Wide Shut (1999) 
37000000,                    R,USA,Paul Thomas Anderson,Drama,25995827,8,268320,English, Ghoulardi Film Company,7 January 2000 (USA),188 min,Tom Cruise,Magnolia (1999) 
30000000,                    PG-13,USA,Gil Junger,Comedy,0,7.3,266809,English, Touchstone Pictures,31 March 1999 (USA),97 min,Heath Ledger,10 Things I Hate About You (1999) 
42000000,                    PG-13,UK,Roger Michell,Comedy,363889678,7.1,242580,English, Polygram Filmed Entertainment,28 May 1999 (USA),124 min,Hugh Grant,Notting Hill (1999) 
10000000,                    R,USA,Mike Judge,Comedy,12800000,7.8,225311,English, Twentieth Century Fox,19 February 1999 (USA),89 min,Ron Livingston,Office Space (1999) 
7000000,                    R,USA,Troy Duffy,Action,0,7.8,216215,English, Franchise Pictures,19 November 1999 (Denmark),108 min,Willem Dafoe,The Boondock Saints (1999) 
60000,                    R,USA,Daniel Myrick,Horror,248639099,6.4,215064,English, Haxan Films,30 July 1999 (USA),81 min,Heather Donahue,The Blair Witch Project (1999) 
33000000,                    PG-13,USA,Jay Roach,Action,312016858,6.6,202319,English, New Line Cinema,11 June 1999 (USA),95 min,Mike Myers,Austin Powers: The Spy Who Shagged Me (1999) 
10000000,                    R,USA,Kevin Smith,Adventure,0,7.3,197447,English, View Askew Productions,12 November 1999 (USA),130 min,Ben Affleck,Dogma (1999) 
34200000,                    PG-13,USA,Dennis Dugan,Comedy,234801895,6.4,183795,English, Jack Giarraputo Productions,25 June 1999 (USA),93 min,Adam Sandler,Big Daddy (1999) 
21000000,                    R,USA,Trey Parker,Animation,6000000,7.8,180954,English, Scott Rudin Productions,30 June 1999 (USA),81 min,Trey Parker,"South Park: Bigger, Longer & Uncut (1999) "
130000000,                    G,USA,Chris Buck,Animation,448191819,7.3,179464,English, Walt Disney Pictures,18 June 1999 (USA),88 min,Tony Goldwyn,Tarzan (1999) 
135000000,                    PG-13,UK,Michael Apted,Action,361832400,6.4,175025,English, Danjaq,19 November 1999 (USA),128 min,Pierce Brosnan,The World Is Not Enough (1999) 
10500000,                    R,USA,Roger Kumble,Drama,75902208,6.8,167818,English, Columbia Pictures,5 March 1999 (USA),97 min,Sarah Michelle Gellar,Cruel Intentions (1999) 
40000000,                    R,USA,Anthony Minghella,Crime,128798265,7.4,160042,English, Miramax,25 December 1999 (USA),139 min,Matt Damon,The Talented Mr. Ripley (1999) 
70000000,                    PG,USA,Brad Bird,Animation,80000000,8,155310,English, Warner Bros.,6 August 1999 (USA),86 min,Eli Marienthal,The Iron Giant (1999) 
38000000,                    R,France,Roman Polanski,Mystery,58401898,6.7,152905,English, Artisan Entertainment,10 March 2000 (USA),133 min,Johnny Depp,The Ninth Gate (1999) 
45000000,                    R,USA,David O. Russell,Action,107752036,7.1,151951,English, Warner Bros.,1 October 1999 (USA),114 min,George Clooney,Three Kings (1999) 
68000000,                    R,USA,Michael Mann,Biography,60289912,7.9,148776,English, Touchstone Pictures,5 November 1999 (USA),157 min,Russell Crowe,The Insider (1999) 
40000000,                    R,USA,James Mangold,Biography,48350205,7.4,145854,English, Columbia Pictures,14 January 2000 (USA),127 min,Winona Ryder,"Girl, Interrupted (1999) "
170000000,                    PG-13,USA,Barry Sonnenfeld,Action,222105681,4.9,143588,English, Peters Entertainment,30 June 1999 (USA),106 min,Will Smith,Wild Wild West (1999) 
73000000,                    R,USA,Phillip Noyce,Crime,151493655,6.7,140716,English, Columbia Pictures,5 November 1999 (USA),118 min,Denzel Washington,The Bone Collector (1999) 
80000000,                    R,USA,Harold Ramis,Comedy,176885658,6.7,137185,English, Village Roadshow Pictures,5 March 1999 (USA),103 min,Robert De Niro,Analyze This (1999) 
45000000,                    PG,USA,Dean Parisot,Adventure,90683916,7.3,137172,English, DreamWorks,25 December 1999 (USA),102 min,Tim Allen,Galaxy Quest (1999) 
6000000,                    R,USA,Sofia Coppola,Drama,5503148,7.2,133445,English, American Zoetrope,19 May 2000 (USA),97 min,Kirsten Dunst,The Virgin Suicides (1999) 
90000000,                    R,USA,Brian Helgeland,Action,161626121,7.1,124046,English, Icon Entertainment International,5 February 1999 (USA),100 min,Mel Gibson,Payback (1999) 
82000000,                    R,UK,Milos Forman,Biography,0,7.4,115941,English, Universal Pictures,22 December 1999 (USA),118 min,Jim Carrey,Man on the Moon (1999) 
